Product Status,Product ID ,Item Description ,Supplier Name ,Brand Name ,Sub Name  ,Product Description ,Container Name ,Size Description ,Extended Product Description,Product Class Description,On Hand  ,Sales Current ,Date Last Received,On Order
Active,64252,WW SANDIACA 12/16.9OZ BTL,ANHEUSER-BUSCH,WICKED WEED,WW SANDIACA,12/16.9OZ BTL,12/16.9,,WW SANDIACA 16 OUNCE BOTTLE,BEER,0,0,20220503,0
Restricted,64292,WW DANK IMPHAZ 6/4 CAN,ANHEUSER-BUSCH,WICKED WEED,WW DANK IMPHAZ,6/4 CAN,24/16,,WW DANK CITRUS PASSION FRUIT 4 PACK CANS,BEER,0,0,20211027,0
Active,64297,WW CITRUS PASN 1/2BBL,ANHEUSER-BUSCH,WICKED WEED,WW CITRUS PASN,1/2BBL,1/2 BBL,,,BEER,0,0,0,0
Active,64299,WW CITRUS PASN 1/6BBL,ANHEUSER-BUSCH,WICKED WEED,WW CITRUS PASN,1/6BBL,1/6 BBL,,,BEER,0,0,20210914,0
Active,64329,WW ANARAS MORT 1/6BBL,ANHEUSER-BUSCH,WICKED WEED,WW ANARAS MORT,1/6BBL,1/6 BBL,,,BEER,0,0,20180531,0
Restricted,64346,WW WTRMLNBURST 24/12 4/6 CAN,ANHEUSER-BUSCH,WICKED WEED,WW WTRMLNBURST,24/12 4/6 CAN,24/12,,WW WATERMELO BURST 24/12 4/6 CAN,BEER,0,0,20230314,0
Active,64347,WW WTRMLNBURST 1/2BBL,ANHEUSER-BUSCH,WICKED WEED,WW WTRMLNBURST,1/2BBL,1/2 BBL,,WW WATERMELON BURST 1/2BBL,BEER,0,0,20221103,0
Active,64349,WW WTRMLNBURST 1/6BBL,ANHEUSER-BUSCH,WICKED WEED,WW WTRMLNBURST,1/6BBL,1/6 BBL,,,BEER,0,0,20230126,0
Active,64362,WW GUILTYPLEAS 24/12 6/4CANS,ANHEUSER-BUSCH,WICKED WEED,WW GUILTYPLEAS,24/12 6/4CANS,24/12,,WICKED WEED GUILTY PLEASURES 6/4 CANS,BEER,0,0,20211116,0
Active,64379,WW BRBOBLIVON 1/6BBL,ANHEUSER-BUSCH,WICKED WEED,WW BRBOBLIVON,1/6BBL,1/6 BBL,,,BEER,0,0,20200211,0
Active,64389,WW CHCBLKANGL 1/6BBL,ANHEUSER-BUSCH,WICKED WEED,WW CHCBLKANGL,1/6BBL,1/6 BBL,,,BEER,0,0,20210531,0
Active,64419,WW SMORES IMP 1/6BBL,ANHEUSER-BUSCH,WICKED WEED,WW SMORES IMP,1/6BBL,1/6 BBL,,,BEER,0,0,20220204,0
Active,64439,WW BROWNIE IS 1/6BBL,ANHEUSER-BUSCH,WICKED WEED,WW BROWNIE IS,1/6BBL,1/6 BBL,,,BEER,0,0,20180508,0
Active,64459,WW GERMAN CHOC 1/6BBL,ANHEUSER-BUSCH,WICKED WEED,WW GERMAN CHOC,1/6BBL,1/6 BBL,,WW GERMAN CHOCOLATE CAKE 1/6BBL,BEER,0,0,20211019,0
Active,64479,WW MARINA 1/6BBL,ANHEUSER-BUSCH,WICKED WEED,WW MARINA,1/6BBL,1/6 BBL,,,BEER,0,0,20230321,0
Active,64522,WW PRESSED 24/12 4/6 CAN,ANHEUSER-BUSCH,WICKED WEED,WW PRESSED,24/12 4/6 CAN,24/12,,WW PRESSED 4/6 CAN,BEER,18,1,20231102,63
Active,64527,WW PRESSED 1/2BBL,ANHEUSER-BUSCH,WICKED WEED,WW PRESSED,1/2BBL,1/2 BBL,,,BEER,11,0,20230920,16
Active,64529,WW PRESSED 1/6BBL,ANHEUSER-BUSCH,WICKED WEED,WW PRESSED,1/6BBL,1/6 BBL,,,BEER,1,0,20230928,5
Active,64549,WW MEDORA 1/6BBL,ANHEUSER-BUSCH,WICKED WEED,WW MEDORA,1/6BBL,1/6 BBL,,,BEER,0,0,20230321,0
Active,64580,WW FRAMBOOS 1/6BBL,ANHEUSER-BUSCH,WICKED WEED,WW FRAMBOOS,1/6BBL,1/6 BBL,,,BEER,0,0,0,0
Restricted,64641,WW LABONPEAR 24/12 6/4 BTL,ANHEUSER-BUSCH,WICKED WEED,WW LABONPEAR,24/12 6/4 BTL,24/12,,WW LA BONTE PEAR 6/4 BOTTLE,BEER,0,0,20201001,0
Active,64649,WW LABONPEAR 1/6BBL,ANHEUSER-BUSCH,WICKED WEED,WW LABONPEAR,1/6BBL,1/6 BBL,,,BEER,0,0,20201001,0
Active,64679,WW DENOUEMENT 1/6BBL,ANHEUSER-BUSCH,WICKED WEED,WW DENOUEMENT,1/6BBL,1/6 BBL,,,BEER,0,0,20171010,0
Active,64717,WW GLDNANGEL 12/16.9 BTL,ANHEUSER-BUSCH,WICKED WEED,WW GLDNANGEL,12/16.9 BTL,12/16.9,,WW GOLDEN ANGEL 16.9 OUNCE BOTTLES,BEER,0,0,0,0
Active,64719,WW GLDNANGEL 1/6BBL,ANHEUSER-BUSCH,WICKED WEED,WW GLDNANGEL,1/6BBL,1/6 BBL,,,BEER,0,0,20210531,0
Restricted,64723,WW CHERRY LIME 24/12 4/6 CAN,ANHEUSER-BUSCH,WICKED WEED,WW CHERRY LIME,24/12 4/6 CAN,24/12,,WW CHERRY LIME SIX PACK CANS,BEER,0,0,20200106,0
Active,64727,WW CHERRY LIME 1/2BBL,ANHEUSER-BUSCH,WICKED WEED,WW CHERRY LIME,1/2BBL,1/2 BBL,,WW CHERRY LIME 1/2BBL,BEER,0,0,20200203,0
Active,64729,WW CHERRY LIME 1/6BBL,ANHEUSER-BUSCH,WICKED WEED,WW CHERRY LIME,1/6BBL,1/6 BBL,,,BEER,0,0,20200507,0
Restricted,64734,WW BA MLK CKIE 12/12.7,ANHEUSER-BUSCH,WICKED WEED,WW BA MLK CKIE,12/12.7,12/12.7,,WW BARREL AGED MILK & COOKIES 12/12.7OZ B,BEER,0,0,20191115,0
Active,64739,WW BA MLK CKIE 1/6BBL,ANHEUSER-BUSCH,WICKED WEED,WW BA MLK CKIE,1/6BBL,1/6 BBL,,,BEER,0,0,20211116,0
Active,64769,WW BLK ANGEL 1/6BBL,ANHEUSER-BUSCH,WICKED WEED,WW BLK ANGEL,1/6BBL,1/6 BBL,,,BEER,0,0,20210531,0
Active,64789,WW KIWI MORTE 1/6BBL,ANHEUSER-BUSCH,WICKED WEED,WW KIWI MORTE,1/6BBL,1/6 BBL,,,BEER,0,0,20180904,0
Active,64829,WW GARCON FERM 1/6BBL,ANHEUSER-BUSCH,WICKED WEED,WW GARCON FERM,1/6BBL,1/6 BBL,,,BEER,0,0,20200203,0
Active,64839,WW ANGEL DARK 1/6BBL,ANHEUSER-BUSCH,WICKED WEED,WW ANGEL DARK,1/6BBL,1/6 BBL,,,BEER,0,0,20200218,0
Active,64849,WW BRAMB BRL 1/6BBL,ANHEUSER-BUSCH,WICKED WEED,WW BRAMB BRL,1/6BBL,1/6 BBL,,,BEER,0,0,20200217,0
Active,64859,WW FOLIA 1/6BBL,ANHEUSER-BUSCH,WICKED WEED,WW FOLIA,1/6BBL,1/6 BBL,,,BEER,0,0,20181217,0
Active,64863,WW VINIFERA 1/6BBL,ANHEUSER-BUSCH,WICKED WEED,WW VINIFERA,1/6BBL,1/6 BBL,,,BEER,0,0,20200213,0
Active,64867,WW APPALACHIA 24/12 2/12 CAN,ANHEUSER-BUSCH,WICKED WEED,WW APPALACHIA,24/12 2/12 CAN,24/12,,WW APPALACHIA IPA 12 PACK CAN,BEER,31,3,20231102,63
Active,64868,WW APPALACHIA 1/2BBL,ANHEUSER-BUSCH,WICKED WEED,WW APPALACHIA,1/2BBL,1/2 BBL,,WW APPALACHIA IPA 1/2BBL,BEER,2,0,20230823,1
Active,64869,WW APPALACHIA 1/6BBL,ANHEUSER-BUSCH,WICKED WEED,WW APPALACHIA,1/6BBL,1/6 BBL,,WW APPALACHIA IPA 1/6BBL,BEER,1,0,20230913,3
Active,64877,WW HOP SPCTRUM 2/12 CAN,ANHEUSER-BUSCH,WICKED WEED,WW HOP SPCTRUM,2/12 CAN,24/12,,WICKED WEEK HOP SPECTRUM VARIETY TWELVE PACK CAN,BEER,211,13,20231102,0
Active,64879,WW PERNI HAZE 4/6 CANS,ANHEUSER-BUSCH,WICKED WEED,WW PERNI HAZE,4/6 CANS,24/12,,WW PERNI HAZE 4/6 CANS,BEER,175,9,20231101,189
Active,64880,WW PERNI HAZE 2/12CANS,ANHEUSER-BUSCH,WICKED WEED,WW PERNI HAZE,2/12CANS,24/12,,WW PERNI HAZE 2/12 CANS,BEER,16,5,20231102,0
Active,64881,WW PERNI HAZE 24/16OZ CANS,ANHEUSER-BUSCH,WICKED WEED,WW PERNI HAZE,24/16OZ CANS,24/16,,WW PERNI HAZE 24/16OZ CANS,BEER,48,5,20231017,0
Active,64882,WW PERNI HAZE 1/2BBL,ANHEUSER-BUSCH,WICKED WEED,WW PERNI HAZE,1/2BBL,1/2 BBL,,WW PERNI HAZE 1/2BBL,BEER,3,1,20231017,40
Active,64883,WW PERNI HAZE 1/6BBL,ANHEUSER-BUSCH,WICKED WEED,WW PERNI HAZE,1/6BBL,1/6 BBL,,WW PERNI HAZE 1/6BBL,BEER,4,0,20231102,37
Active,64884,WW STRBRY KIWI 4/6C,ANHEUSER-BUSCH,WICKED WEED,WW STRBRY KIWI,4/6C,24/12,,WICKED WEED SOUR STRAWBERRY KIWI SIX PACK CAN,BEER,21,0,20231102,0
Active,64885,WW STRBRY KIWI 1/2BBL,ANHEUSER-BUSCH,WICKED WEED,WW STRBRY KIWI,1/2BBL,1/2 BBL,,WICKED WEED SOUR STRAWBERRY KIWI HALF BARREL,BEER,3,0,20230713,19
Active,64886,WW STRBRY KIWI 1/6BBL,ANHEUSER-BUSCH,WICKED WEED,WW STRBRY KIWI,1/6BBL,1/6 BBL,,WICKED WEED SOUR STRAWBERRY KIWI SIXTH BARREL,BEER,2,0,20230913,1
Active,64887,WW RED BEARON 1/6BBL,ANHEUSER-BUSCH,WICKED WEED,WW RED BEARON,1/6BBL,1/6 BBL,,WICKED WEED RED BEARON SIXTH BARREL,BEER,0,0,20230203,0
Active,64888,WW DANKMANGO 4/6C,ANHEUSER-BUSCH,WICKED WEED,WW DANKMANGO,4/6C,24/12,,WICKED WEEK DR DANK MANGO WOWIE SIX PACK CANS,BEER,-2,0,20231005,0
Active,64889,WW DANKMANGO 1/2BBL,ANHEUSER-BUSCH,WICKED WEED,WW DANKMANGO,1/2BBL,1/2 BBL,,WICKED WEED DR DANK MANGO WOWIE HALF BARREL,BEER,0,0,0,0
Active,64890,WW DANKMANGO 1/6BBL,ANHEUSER-BUSCH,WICKED WEED,WW DANKMANGO,1/6BBL,1/6 BBL,,WICKED WEED DR DANK MANGO WOWIE SIXTH BARREL,BEER,0,0,20230524,0
Restricted,73116,WID OMISS PALE 4/6LNR,ANHEUSER-BUSCH,WIDMER,WID OMISS PALE,4/6LNR,24/12,,OMISSION PALE ALE 6 PACK BOTTLE,BEER,0,0,20220302,0
Active,73128,WID OMISSULTLT 24/12 4/6 CAN,ANHEUSER-BUSCH,WIDMER,WID OMISSULTLT,24/12 4/6 CAN,24/12,,WIDMER OMISSION ULTRA SIX PACK CANS,BEER,11,0,20231004,134
Restricted,73150,WID SLTZR BLUE 4/6 CANS,ANHEUSER-BUSCH,WIDMER,WID SLTZR BLUE,4/6 CANS,24/12,,OMISSION POMEGRANATE BLUEBERRY SELTZER 6 PACK CANS,BEER,0,0,20200918,0
Restricted,73156,WID SLTZR VAR 2/12 CAN,ANHEUSER-BUSCH,WIDMER,WID SLTZR VAR,2/12 CAN,24/12,,WIDMER OMISSION VARIETY PACK TWELVE PACK CANS,BEER,0,0,20210415,0
Active,23558,AMB APPLECIDER 4/6C,APPALACHIAN MTN BREWING,APPALACHIAN MTN BREWING,AMB APPLECIDER,4/6C,24/12,,AMB SOUTHERN APPLE SIX PACK CAN,BEER,51,0,20230502,14
Restricted,23571,AMB LOW & HAZY 24/12 4/6 CAN,APPALACHIAN MTN BREWING,APPALACHIAN MTN BREWING,AMB LOW & HAZY,24/12 4/6 CAN,24/12,,AMB LOW AND HAZY 6 PACK CANS,BEER,2,0,20230504,35
Active,301111,12/750 SHADYMILE BRBN 12/750         KENTUCKY BOURBON,ARE CONCEPTS,KENTUCKY BOURB,SHADYMILE BRBN,12/750,12/750ML,12/750,KENTUCKY BOURBON,SPIRITS,60,0,20220329,0
Active,301112,12/750 SHADYMILE WHT 12/750ML       SHADY WHEAT 750ML,ARE CONCEPTS,KENTUCKY BOURB,SHADYMILE WHT,12/750ML,12/750ML,12/750,SHADY WHEAT 750ML,SPIRITS,65,0,20220329,0
Active,81525,STR MOKAHSTOUT 6/4B,ARTISANAL BREWING,SOUTHER TIER,STR MOKAHSTOUT,6/4B,24/12,,SOUTHERN TIER MOKAH IMPERAL STOUT FOUR PACK BPTTLES,BEER,0,0,0,0
Active,81526,STR MOKAHSTOUT 1/6BBL,ARTISANAL BREWING,SOUTHER TIER,STR MOKAHSTOUT,1/6BBL,1/6 BBL,,SOUTHERN TIER MOKAH IMPERIAL STOUT SIXTH BARREL,BEER,0,0,0,0
Active,81531,STR OVRPACKD 15 CANS,ARTISANAL BREWING,SOUTHER TIER,STR OVRPACKD,15 CANS,15/12,,STIER OVER PACKED 15 PACK CAN,BEER,87,14,20230925,0
Active,81532,STR VAN SCOOP 6/4 BTL,ARTISANAL BREWING,SOUTHER TIER,STR VAN SCOOP,6/4 BTL,24/12,,SOUTHERN TIER VANILLA SCOOP FOUR PACK BOTTLES,BEER,0,0,20230321,0
Active,81533,STR VAN SCOOP 1/6BBL,ARTISANAL BREWING,SOUTHER TIER,STR VAN SCOOP,1/6BBL,1/6 BBL,,SOUTHERN TIER VANILLA SCOOP SIXTH BARREL,BEER,0,0,20230321,0
Active,81550,STR SUGRCOOKE 6/4 BTL,ARTISANAL BREWING,SOUTHER TIER,STR SUGRCOOKE,6/4 BTL,24/12,,STIER FROSTED SUGAR COOKIE 4 PACK BOTTLE,BEER,8,0,20231018,0
Active,81553,STR CARMLPMPKN 6/4B,ARTISANAL BREWING,SOUTHER TIER,STR CARMLPMPKN,6/4B,24/12,,DSOUTHERN TIER CARAMEL PUMKING FOUR PACK BOTTLES,BEER,1,0,20230929,2
Active,81554,STR CARMLPMPKN 1/6BBL,ARTISANAL BREWING,SOUTHER TIER,STR CARMLPMPKN,1/6BBL,1/6 BBL,,SOUTHERN TIER CARMEL PUMPKIN SIXTH BARREL,BEER,0,0,20230728,0
Active,81556,STR SUGRCOOKE 1/6BBL,ARTISANAL BREWING,SOUTHER TIER,STR SUGRCOOKE,1/6BBL,1/6 BBL,,,BEER,7,1,20231018,0
Active,81562,STR PB CUP 1/6BBL,ARTISANAL BREWING,SOUTHER TIER,STR PB CUP,1/6BBL,1/6 BBL,,SOUTHERN TIER PEANUT BUTTER CUP SIXTH BARREL,BEER,0,0,20230119,0
Active,81573,STR FRNCHTOAST 6/4 BTL,ARTISANAL BREWING,SOUTHER TIER,STR FRNCHTOAST,6/4 BTL,24/12,,SOUTHERN TIER FRENCH TOAST IMPERIAL IPA FOUR PACK BOTTL,BEER,0,0,20230111,0
Active,81574,STR FRNCHTOAST 1/6BBL,ARTISANAL BREWING,SOUTHER TIER,STR FRNCHTOAST,1/6BBL,1/6 BBL,,SOUTHERN TIER FRENCH TOAST IMPERIAL ALE SIXTH BARREL,BEER,0,0,20230111,0
Restricted,81597,STR IRISHSTOUT 6/4 BTL,ARTISANAL BREWING,SOUTHER TIER,STR IRISHSTOUT,6/4 BTL,24/12,,,BEER,0,0,20230111,0
Active,81599,STR IRISHSTOUT 1/6BBL,ARTISANAL BREWING,SOUTHER TIER,STR IRISHSTOUT,1/6BBL,1/6 BBL,,,BEER,0,0,20230202,0
Active,81608,STR OLD MAN 1/6BBL,ARTISANAL BREWING,SOUTHER TIER,STR OLD MAN,1/6BBL,1/6 BBL,,,BEER,6,0,20231018,0
Active,81609,STR OLD MAN 4/6 LNR,ARTISANAL BREWING,SOUTHER TIER,STR OLD MAN,4/6 LNR,24/12,,STIER OLD MAN WINTER 6 PACK BOTTLE,BEER,13,0,20231018,0
Active,81610,STR HARVEST 4/6 BTL,ARTISANAL BREWING,SOUTHER TIER,STR HARVEST,4/6 BTL,24/12,,SOUTHERN TIER HARVEST 6 PACK BOTTLE,BEER,0,0,20230728,0
Restricted,81616,STR HARVEST 1/6BBL,ARTISANAL BREWING,SOUTHER TIER,STR HARVEST,1/6BBL,1/6 BBL,,,BEER,0,0,20210714,0
Active,81624,STR HZLNT DELX 6/4B,ARTISANAL BREWING,SOUTHER TIER,STR HZLNT DELX,6/4B,24/12,,SOUTHERN TIER HAZELNUT DELUXE VANILLA SCOOP FOUR PACK,BEER,2,0,20230321,0
Restricted,81677,STR CIN ROLL 6/4 BTL,ARTISANAL BREWING,SOUTHER TIER,STR CIN ROLL,6/4 BTL,24/12,,STIER CINNAMON ROLL 6/4 B,BEER,0,0,20191016,0
Active,81750,STR CREME BR 24/12 6/4LNNR,ARTISANAL BREWING,SOUTHER TIER,STR CREME BR,24/12 6/4LNNR,24/12,,STIER CREME BRULEE 6/4 B,BEER,0,0,20231018,0
Active,81752,STR CREME BR 1/6BBL,ARTISANAL BREWING,SOUTHER TIER,STR CREME BR,1/6BBL,1/6 BBL,,,BEER,3,0,20231018,0
Active,81760,STR PUMKING 6/4NR,ARTISANAL BREWING,SOUTHER TIER,STR PUMKING,6/4NR,24/12,,STIER PUMKING 6/4 B,BEER,0,0,20230728,0
Active,81762,STR PUMKING 1/6BBL,ARTISANAL BREWING,SOUTHER TIER,STR PUMKING,1/6BBL,1/6 BBL,,,BEER,1,0,20230728,0
Active,81766,STR PUMKING 1/2BBL,ARTISANAL BREWING,SOUTHER TIER,STR PUMKING,1/2BBL,1/2 BBL,,,BEER,0,0,20230821,0
Active,81924,STR 2XMAS 4/6LNNR,ARTISANAL BREWING,SOUTHER TIER,STR 2XMAS,4/6LNNR,24/12,,STIER 2XMAS 6 PACK BOTTLE,BEER,14,0,20231018,0
Active,81926,STR 2XMAS 1/6BBL,ARTISANAL BREWING,SOUTHER TIER,STR 2XMAS,1/6BBL,1/6 BBL,,,BEER,10,0,20231018,0
Active,81930,STR WARLOCK 6/4LNNR,ARTISANAL BREWING,SOUTHER TIER,STR WARLOCK,6/4LNNR,24/12,,STIER WARLOCK 6/4 B,BEER,0,0,20230728,0
Active,81932,STR WARLOCK 1/2BBL,ARTISANAL BREWING,SOUTHER TIER,STR WARLOCK,1/2BBL,1/2 BBL,,,BEER,1,0,20230925,0
Active,81936,STR WARLOCK 1/6BBL,ARTISANAL BREWING,SOUTHER TIER,STR WARLOCK,1/6BBL,1/6 BBL,,,BEER,0,0,20230728,0
Restricted,81960,STR CARAMEL 6/4LNNR,ARTISANAL BREWING,SOUTHER TIER,STR CARAMEL,6/4LNNR,24/12,,STIER SALTED CARAMEL 6/4 B,BEER,0,0,20201104,0
Active,81966,STR CARAMEL 1/6BBL,ARTISANAL BREWING,SOUTHER TIER,STR CARAMEL,1/6BBL,1/6 BBL,,,BEER,0,0,20201104,0
Restricted,80345,AC MOSAIC IMP 6/4C,AUSTIN EAST CIDERS,AUSTIN EAST CIDERS,AC MOSAIC IMP,6/4C,24/12,,AUSTIN CIDER MOSAIC IMPERIAL FOUR PACK CANS,BEER,0,0,0,0
Active,80346,AC MOSAIC IMP 1/6BBL,AUSTIN EAST CIDERS,AUSTIN EAST CIDERS,AC MOSAIC IMP,1/6BBL,1/6 BBL,,AUSTIN EAST MOSAIC IMPERIAL SIXTH BARREL,BEER,0,0,0,0
Restricted,80347,AC BLUBRY YUZU 6/4C,AUSTIN EAST CIDERS,AUSTIN EAST CIDERS,AC BLUBRY YUZU,6/4C,24/12,,AUSTIN EAST BLUEBERRY YUZU LIGHT FOUR PACK CANS,BEER,0,0,0,0
Active,80348,AC BLUBRY YUZU 1/6BBL,AUSTIN EAST CIDERS,AUSTIN EAST CIDERS,AC BLUBRY YUZU,1/6BBL,1/6 BBL,,AUSTIN EAST BLUEBERRY YUZU LIGHT SIXTH BARREL,BEER,0,0,0,0
Active,66201,BLS HOPSLAM 4/6 CAN,BELLS BREWERY INC,BELLS BREWERY INC,BLS HOPSLAM,4/6 CAN,24/12,,BELLS HOPSLAM 6 PACK CAN,BEER,89,2,20231023,0
Restricted,66205,BLS HOPSLAM 6/4 CAN,BELLS BREWERY INC,BELLS BREWERY INC,BLS HOPSLAM,6/4 CAN,24/16,,BELLS HOPSLAM FOUR PACK SIXTEEN OUNCE,BEER,0,0,20220216,0
Active,66208,BLS HOPSLAM 1/2BBL,BELLS BREWERY INC,BELLS BREWERY INC,BLS HOPSLAM,1/2BBL,1/2 BBL,,,BEER,3,0,20231023,0
Active,66209,BLS HOPSLAM 1/4BBL,BELLS BREWERY INC,BELLS BREWERY INC,BLS HOPSLAM,1/4BBL,1/4 BBL,,,BEER,27,0,20231023,0
Active,66220,BLS PORTER 4/6 BTL,BELLS BREWERY INC,BELLS BREWERY INC,BLS PORTER,4/6 BTL,24/12,,BELLS PORTER 6 PACK BOTTLE,BEER,29,1,20231023,0
Active,66228,BLS PORTER 1/2BBL,BELLS BREWERY INC,BELLS BREWERY INC,BLS PORTER,1/2BBL,1/2 BBL,,,BEER,0,0,0,0
Active,66229,BLS PORTER 1/4BBL,BELLS BREWERY INC,BELLS BREWERY INC,BLS PORTER,1/4BBL,1/4 BBL,,,BEER,0,0,20230116,0
Active,66230,BLS TWO HEARTD 4/6 BTL,BELLS BREWERY INC,BELLS BREWERY INC,BLS TWO HEARTD,4/6 BTL,24/12,,BELLS TWO HEARTED 6 PACK BOTTLES,BEER,104,7,20231023,0
Active,66231,BLS TWO HEARTD 4/6 CAN,BELLS BREWERY INC,BELLS BREWERY INC,BLS TWO HEARTD,4/6 CAN,24/12,,BELLS TWO HEARTED 6 PACK CAN,BEER,138,9,20231023,0
Active,66232,BLS TWO HEARTD 2/12 CAN,BELLS BREWERY INC,BELLS BREWERY INC,BLS TWO HEARTD,2/12 CAN,24/12,,BELLS TWO HEARTED 12 PACK CAN,BEER,119,3,20231023,42
Active,66233,BLS TWO HEARTD 15/19.2OZ CANS,BELLS BREWERY INC,BELLS BREWERY INC,BLS TWO HEARTD,15/19.2OZ CANS,15/19.2 CAN,,BELLS TWO HEARTED 19 OUNCE CAN,BEER,125,3,20231023,0
Active,66235,BLS TWO HEARTD 6/4 16OZ CAN,BELLS BREWERY INC,BELLS BREWERY INC,BLS TWO HEARTD,6/4 16OZ CAN,24/16,,BELLS TWO HEARTED 16 OUNCE CAN,BEER,0,0,20230116,0
Active,66238,BLS TWO HEARTD 1/2BBL,BELLS BREWERY INC,BELLS BREWERY INC,BLS TWO HEARTD,1/2BBL,1/2 BBL,,,BEER,2,1,20231023,0
Active,66239,BLS TWO HEARTD 1/4BBL,BELLS BREWERY INC,BELLS BREWERY INC,BLS TWO HEARTD,1/4BBL,1/4 BBL,,,BEER,30,0,20231023,0
Active,66240,BLS KALAMAZOO 4/6 BTLS,BELLS BREWERY INC,BELLS BREWERY INC,BLS KALAMAZOO,4/6 BTLS,24/12,,BELLS KALAMAZOO 6 PACK BOTTLES,BEER,22,0,20231023,0
Active,66249,BLS KALAMAZOO 1/4BBL,BELLS BREWERY INC,BELLS BREWERY INC,BLS KALAMAZOO,1/4BBL,1/4 BBL,,,BEER,3,0,20231023,0
Active,66250,BLS AMBER 4/6 BTL,BELLS BREWERY INC,BELLS BREWERY INC,BLS AMBER,4/6 BTL,24/12,,BELLS AMBER 6 PACK BOTTLES,BEER,28,1,20231023,0
Active,66258,BLS AMBER 1/2BBL,BELLS BREWERY INC,BELLS BREWERY INC,BLS AMBER,1/2BBL,1/2 BBL,,,BEER,0,0,20200131,0
Active,66259,BLS AMBER 1/4BBL,BELLS BREWERY INC,BELLS BREWERY INC,BLS AMBER,1/4BBL,1/4 BBL,,,BEER,4,0,20231103,0
Active,66291,BLS LT HEARTED 4/6 CAN,BELLS BREWERY INC,BELLS BREWERY INC,BLS LT HEARTED,4/6 CAN,24/12,,BELLS LIGHT HEARTED 6 PACK CAN,BEER,148,3,20230811,0
Active,66299,BLS LT HEARTED 1/4BBL,BELLS BREWERY INC,BELLS BREWERY INC,BLS LT HEARTED,1/4BBL,1/4 BBL,,,BEER,0,0,20220908,0
Active,66301,BLS VAR PACK 2/12C,BELLS BREWERY INC,BELLS BREWERY INC,BLS VAR PACK,2/12C,24/12,,BELLS VARIETY TWELVE PACK CANS,BEER,105,3,20231023,0
Restricted,66305,BLS CHERYSTOUT 4/6 BTLS,BELLS BREWERY INC,BELLS BREWERY INC,BLS CHERYSTOUT,4/6 BTLS,12 OZ,,BELLS CHERRY STOUT 6 PACK BOTTLE,BEER,0,0,20211102,0
Active,66309,BLS CHERYSTOUT 1/4BBL,BELLS BREWERY INC,BELLS BREWERY INC,BLS CHERYSTOUT,1/4BBL,1/4 BBL,,,BEER,0,0,20211102,0
Restricted,66311,BLS OBERON 4/6 CAN,BELLS BREWERY INC,BELLS BREWERY INC,BLS OBERON,4/6 CAN,24/12,,BELLS OBERON 6 PACK CAN,BEER,0,0,20230703,0
Active,66312,BLS OBERON 2/12 CAN,BELLS BREWERY INC,BELLS BREWERY INC,BLS OBERON,2/12 CAN,24/12,,BELLS OBERON 12 PACK CANS,BEER,0,0,20230524,0
Active,66315,BLS OBERON 6/4 16OZ CAN,BELLS BREWERY INC,BELLS BREWERY INC,BLS OBERON,6/4 16OZ CAN,24/16,,BELLS OBERON 16OZ CAN 4 PACK,BEER,0,0,20230410,0
Active,66318,BLS OBERON 1/2BBL,BELLS BREWERY INC,BELLS BREWERY INC,BLS OBERON,1/2BBL,1/2 BBL,,,BEER,0,0,20230410,0
Active,66319,BLS OBERON 1/4BBL,BELLS BREWERY INC,BELLS BREWERY INC,BLS OBERON,1/4BBL,1/4 BBL,,,BEER,0,0,20230703,0
Active,66341,BLS DBL2 HEART 6/4 16OZ C,BELLS BREWERY INC,BELLS BREWERY INC,BLS DBL2 HEART,6/4 16OZ C,24/16,,BELLS DOUBLE HEARTED 4 PACK CANS,BEER,4,1,20230811,0
Restricted,66380,BLS EXPEDITION 4/6 BTL,BELLS BREWERY INC,BELLS BREWERY INC,BLS EXPEDITION,4/6 BTL,24/12,,BELLS EXPEDITION STOUT 4/6 BOTTLE,BEER,0,0,20210920,0
Active,66388,BLS EXPEDITION 1/2BBL,BELLS BREWERY INC,BELLS BREWERY INC,BLS EXPEDITION,1/2BBL,1/2 BBL,,,BEER,0,0,20210920,0
Active,66389,BLS EXPEDITION 1/4BBL,BELLS BREWERY INC,BELLS BREWERY INC,BLS EXPEDITION,1/4BBL,1/4 BBL,,,BEER,0,0,20231023,0
Restricted,66410,BLS DBL CREAM 4/6BTL,BELLS BREWERY INC,BELLS BREWERY INC,BLS DBL CREAM,4/6BTL,24/12,,BELLS DOUBLE CREAM STOUT SIC PACK BOTTLE,BEER,0,0,20210920,0
Restricted,66437,BLS JINGLE VAR 2/12 CANS,BELLS BREWERY INC,BELLS BREWERY INC,BLS JINGLE VAR,2/12 CANS,24/12,,JINGLE BELLS VARIETY 12 PACK CANS,BEER,0,0,20211102,0
Active,66440,BLS OCTOBRFEST 24/12 4/6BTL,BELLS BREWERY INC,BELLS BREWERY INC,BLS OCTOBRFEST,24/12 4/6BTL,24/12,,BELLS OCTOBER FEST 6 PACK BOTTLE,BEER,0,0,20230811,0
Active,66448,BLS OCTOBRFEST 1/2BBL,BELLS BREWERY INC,BELLS BREWERY INC,BLS OCTOBRFEST,1/2BBL,1/2 BBL,,,BEER,0,0,20220727,0
